Lot Number,PO Number,Prod Qty,PO Date,Qty PO,Due Date,Qty Shipped,First Article,Remark,Tracking No,Real Shipped Date
L17011,P170794,70,2025-02-11 00:00:00,50,2025-03-07 00:00:00,45,11439,"for 5235D149-3. ST Issued 4/21
Mat PO 18766
NDT PO 18829
11/13/25 In the FAIR 11439 showed Lot L17108 instead of L17011",Assembly with 523D149-3,2025-06-30 00:00:00
L17011-1,P170794,,2025-02-11 00:00:00,0,2025-03-07 00:00:00,10,,for 5235D149-3,DROP OFF,2025-11-14 00:00:00
L17012,P170794,102,2025-02-11 00:00:00,50,2025-06-06 00:00:00,45,,"for 5235D149-3
Mat PO 18766, 57.75""
NDT PO 18952
ST Issue 06/13/25
This lot had problem when assy. There was burr. After plating caused the bushing could not sit in the part.",DROP OFF,2025-11-14 00:00:00
L17012-1,P170132,,2025-03-25 00:00:00,25,2025-04-15 00:00:00,10,,"from L17012
for 5235D149-1",DROP OFF,2025-11-14 00:00:00
L17108,P170132,0,2025-03-25 00:00:00,0,2025-04-15 00:00:00,15,11447,for 5235D149-1,DROP OFF,2025-10-24 00:00:00
L14546,P156286,35,2021-07-09 00:00:00,25,2021-07-09 00:00:00,25,10870,Revised due date from 8/6 to 7/9,-,-
L16644,P168870,49,2024-07-12 00:00:00,25,2024-09-24 00:00:00,25,11394,ST Issue  9/25,drop off,2024-11-04 00:00:00
L16644-1,P168870,3,2024-07-12 00:00:00,1,2024-09-24 00:00:00,1,,,drop off,2025-01-16 00:00:00
L16874,P170661,72,2024-11-22 00:00:00,25,2025-04-04 00:00:00,25,,"ST Issued 1/30/25
Mat PO 18307",drop off,2025-03-19 00:00:00
L17266,P172163,20,2025-07-14 00:00:00,25,2025-10-09 00:00:00,20,,from L16874 Mat PO 18307,drop off,2025-10-15 00:00:00
L17446,P172163,7,2025-10-14 00:00:00,7,2025-10-20 00:00:00,7,,from L16874,drop off,2025-10-15 00:00:00
L14463,P155942,102,2021-03-19 00:00:00,50,2021-07-05 00:00:00,50,10878,ST not compete,,
L14464,P155942,60,2021-03-19 00:00:00,60,2021-10-05 00:00:00,23,,Plus 4pcs from previous lot,,2021-10-04 00:00:00
L14830,P155942,29,2021-09-28 00:00:00,50,2021-10-05 00:00:00,23,,From L14463,,2021-10-04 00:00:00
L15312,P160196,127,2022-06-15 00:00:00,100,2022-10-09 00:00:00,100,,ST Issued 10/3,,2022-12-20 00:00:00
L15312-R1,P160196,70,2023-02-08 00:00:00,100,2023-03-15 00:00:00,70,,Reinspect and ship back per MRB-9504,,2023-03-16 00:00:00
L15312-R2,P160196,49,2023-03-01 00:00:00,30,2024-03-15 00:00:00,30,,"Mat PO 16271, 2021",,2024-03-12 00:00:00
L16053,P164714,104,2023-07-27 00:00:00,55,2024-03-25 00:00:00,55,,Make traveller 100 pcs. ST Issue 11/24,,2024-03-12 00:00:00
L16664,P168976,131,2024-07-19 00:00:00,100,2025-01-10 00:00:00,69,,Use Mat PO 18344 ST Issue 10/29,drop off,2025-01-17 00:00:00
L16951,P168976,19,2024-07-19 00:00:00,0,2025-01-10 00:00:00,16,,from L16053,drop off,2025-01-17 00:00:00
L16732,P169252,100,2024-08-14 00:00:00,75,2025-01-14 00:00:00,75,11426,ST Issued 10/24,1Z9V89920392388975,2025-02-24 00:00:00
L16733,P169252,250,2024-08-14 00:00:00,75,2025-05-07 00:00:00,150,,"Revised due date 5/7/25 to 9/7/25
Mat from Metal Bar PO#18474
size 2 3/8'' Length 45.25''
ST Issue 10/01/25",drop off,2025-12-02 00:00:00
L16734,P169252,,2024-08-14 00:00:00,75,2025-08-13 00:00:00,,,Revised due date 8/13/25 to 1/5/26,,
L16735,P169252,,2024-08-14 00:00:00,75,2025-11-27 00:00:00,,,Revised due date 11/27/25 to 5/8/26,,
L15575,P161565,95,2022-10-28 00:00:00,100,2023-01-27 00:00:00,94,11147,insert PO 17090. Use MS21209C0415,Drop off,2023-02-02 00:00:00
L15847,P163397,123,2023-03-16 00:00:00,100,2023-12-22 00:00:00,70,11283,"Revised due date 6/6 to 12/22. Inserts PO 17270. 11/2/23 Change Rev:NC1 to A. Need to use MS21209C0415P + BMS10-11, Type I. Changed mat 200/8 to AMS4027, plate only. Use insert PO 16209",1Z9V89920390174128,2023-12-15 00:00:00
L16316,P163397,53,2023-03-16 00:00:00,0,2023-12-22 00:00:00,30,,use insert PO 17872,1Z9V89920393033346,2023-12-15 00:00:00
L166557-R1-1,P168930,,2025-11-18 00:00:00,0,2025-11-30 00:00:00,,,,,
L16656,P168930,147,2024-07-17 00:00:00,250,2024-10-09 00:00:00,56,11368,"Mat PO 18313
HT PO 18331, 147 pcs
ST Issued 12/2",Drop off,2024-08-23 00:00:00
L16656-1,P168930,46,2024-07-17 00:00:00,0,2024-10-09 00:00:00,46,Bal. 148,"Mat PO 18313
HT PO 18331, 147 pcs
The rest of mat scrapped.",Drop off,2024-09-12 00:00:00
L16657,P168930,,2024-07-17 00:00:00,125,2024-12-23 00:00:00,167,,"ship ups ground Skuka paid 16 pcs,11/20/25 ,Lin.",1Z9V89920392272901,2025-09-23 00:00:00
L16657-R1,P168930,,2025-11-18 00:00:00,119,2025-11-30 00:00:00,16,,"Just reinspect and return 
per NCMR 252199
Requirement: Crosshatch 100%, surface finish to be 34/40, No circulars scratches. 
Actual: Cross Hatch not 100%, surface finish is 14/29. Circular scratches.",UPS ground,2025-11-20 00:00:00
L16658,P168930,,2024-07-17 00:00:00,125,2025-03-05 00:00:00,,,"Mat PO 18257
11/16/24 If mat is not enough, may need to use mat PO 15362, 2 5/8"", HT PO 18193, H1075, 24.25"". Need to attach HT cert, when send out to heat treat again. ST Issued 12/5",,
L16714,P168930,95,2024-07-17 00:00:00,0,2024-10-09 00:00:00,37,,"Mat PO 18257
Broach PO 18371, 93 pcs 
HT PO 18387, 92 pcs",Drop off,2024-10-14 00:00:00
L16714-1,P168930,40,2024-07-17 00:00:00,0,2024-10-25 00:00:00,40,,"Mat PO 18257
Broach PO 18371, 93 pcs 
HT PO 18387, 92 pcs",Label Ready 40 pcs. Drop off,2024-10-16 00:00:00
L16768,P168930,88,2024-07-17 00:00:00,0,2024-11-30 00:00:00,71,,"Mat PO 18257
Broach PO 18496, 88 pcs 
HT PO 18519, 86 pcs. ST Issued 11/19
Mat back from Burbank 182 pcs",Label Ready 71pcs,2024-11-26 00:00:00
L16768-1,P168930,,2024-07-17 00:00:00,0,2024-12-23 00:00:00,,10,from L16768,,
L15368,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,1Z9V89920192985903,2022-10-31 00:00:00
L16118,1008862,4,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 17704. ",1Z9V89920394010172,2024-01-02 00:00:00
L15365,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,SHIP 2nd AIR,771040022559 ,2023-01-16 00:00:00
L16115,1008862,5,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 17192",1Z9V89920394942522,2024-02-06 00:00:00
L14386,P155747,112,2021-02-22 00:00:00,50,2021-05-17 00:00:00,50,10810,Helical coil PO15848. Revise due date from 5/11 to 5/17. Shipped 5/14,-,2021-05-13 00:00:00
L14387,P155747,56,2021-02-22 00:00:00,50,2021-09-01 00:00:00,50,-,from L14386,-,2021-08-12 00:00:00
L14692,P157029,109,2021-12-13 00:00:00,50,2021-12-13 00:00:00,50,-,"mat PO 15841, 6 ft. ",-,2021-12-13 00:00:00
L14693,P157029,59,2022-07-16 00:00:00,50,2022-03-01 00:00:00,50,,from L14692,,2022-02-17 00:00:00
L15084,P158895,120,2022-02-25 00:00:00,50,2022-06-07 00:00:00,50,,"insert PO 16619, revise 6/7 to 6/10",1Z9V89920391370191,2022-06-24 00:00:00
L15085,P158895,53,2022-02-25 00:00:00,50,2022-10-04 00:00:00,50,,from L15084,Drop off,2022-08-22 00:00:00
L15288,P160167,61,2022-06-10 00:00:00,100,2022-12-06 00:00:00,61,,insert PO 16828,1Z9V89920390185787,2022-10-06 00:00:00
L15517,P160167,6,2022-06-10 00:00:00,6,2022-12-06 00:00:00,6,,from L14386,,2022-10-06 00:00:00
L15518,P160167,9,2022-06-10 00:00:00,9,2022-12-06 00:00:00,9,,from L14692,,2022-10-06 00:00:00
L15526,P161351,118,2022-10-03 00:00:00,100,2023-01-13 00:00:00,100,,insert PO 16988 used 400 of 1000,Drop off,2023-01-13 00:00:00
L15846,P163396,120,2023-03-16 00:00:00,100,2023-06-06 00:00:00,100,,insert PO 16988 used 400 of 1000. Customer did not request FAIR.,ST Issued 7/17,2023-08-14 00:00:00
L16427,P167053,180,2024-02-21 00:00:00,40,2024-06-18 00:00:00,40,,"Make Traveller 165 pcs ST Issued 05/24//24.
Insert PO 18070 (total of 1223 pcs)
Lot 029511601 & 193507201",1Z9V89920393599325,2024-06-18 00:00:00
L16506,P167631,140,2024-04-16 00:00:00,125,2024-08-07 00:00:00,125,,"Insert PO 18070
Lot 226286601",Drop off,2024-07-25 00:00:00
L16507,P167631,160,2024-04-16 00:00:00,125,2025-01-07 00:00:00,79,,"Mat PO 18074
Insert PO 18070. ST Issued 10/07",Label Ready. Drop off,2025-01-17 00:00:00
L16879,P167631,15,2024-11-22 00:00:00,0,2025-01-07 00:00:00,15,,from L15526,Label Ready. Drop off,2025-01-17 00:00:00
L16880,P167631,18,2024-11-22 00:00:00,0,2025-01-07 00:00:00,18,,from L15846,Label Ready. Drop off,2025-01-17 00:00:00
L16881,P167631,15,2024-11-22 00:00:00,0,2025-01-07 00:00:00,14,,from L16427,Label Ready. Drop off,2025-01-17 00:00:00
L15367,1007352,3,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,1Z9V89920395087544,2022-09-30 00:00:00
L16117,1008862,4,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 16854, 2022",1Z9V89920394010172,2024-01-02 00:00:00
L15369,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,770140070498,2022-10-06 00:00:00
L16119,1008862,,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 16854, 2022. Ek changed to mat PO 17704",1Z9V89920391580704,2024-01-16 00:00:00
L15370,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,1Z9V89920398652703,2022-09-23 00:00:00
L16120,1008862,,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 16483, 2022. ",1Z9V89920398067355,2023-12-06 00:00:00
L15670,1007968,6,2022-12-20 00:00:00,4,2023-02-22 00:00:00,4,,,1Z9V89920399477213,2023-03-28 00:00:00
L15671,1007968,,2022-12-20 00:00:00,4,2023-02-22 00:00:00,4,,,1Z9V89920399477213,3//28/23
L15816,P163041,13,2023-02-27 00:00:00,10,2023-05-09 00:00:00,9,11188,,drop off,2023-05-09 00:00:00
L15816-1,P163041,1,,0,2023-05-10 00:00:00,1,,from L15816,1Z9V89920396569174,2023-05-10 00:00:00
L17454,P173905,,2025-10-25 00:00:00,25,2025-11-30 00:00:00,,AS,,,
L15366,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,770399338310,2022-11-03 00:00:00
L16116,1008862,3,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 17666",1Z9V89920398098803,2024-02-06 00:00:00
L17471,P173951,,2025-10-24 00:00:00,25,2025-12-01 00:00:00,,AS,,,
L17470,P173950,,2025-10-24 00:00:00,25,2025-12-01 00:00:00,,AS,,,
L15818,P163041,10,2023-02-27 00:00:00,10,2023-05-09 00:00:00,10,11184,"mat PO 13496, 2017",1Z9V89920398813128,2023-05-02 00:00:00
L15817,P163041,13,2023-02-27 00:00:00,10,2023-05-09 00:00:00,10,11197,mat PO 17073,1Z9V89920394287151,2023-05-25 00:00:00
L15819,P163041,20,2023-02-27 00:00:00,20,2023-05-09 00:00:00,20,11185,"mat PO 13496, 2017",1Z9V89920398813128,2023-05-02 00:00:00
L16974,P171184,74,2025-01-28 00:00:00,50,2025-05-06 00:00:00,50,AS,"ST Isuued 06/23/25.
Revised due date 5/6/25 to 11/6/25",drop off,2025-08-14 00:00:00
L15371,1007352,2,2022-07-19 00:00:00,2,2022-09-29 00:00:00,2,,,1Z9V89920397112486,2022-09-19 00:00:00
L16121,1008862,4,2023-09-05 00:00:00,3,2023-11-29 00:00:00,3,,"Changed Rev:B to Rev:D, Mat PO 17701",1Z9V89920394010172,2024-01-02 00:00:00
L15079,P158849,,2022-02-23 00:00:00,5,2022-04-25 00:00:00,5,11043,Revise 4/25 to 5/20,Delivery,2022-05-20 00:00:00
L14807,P157595,28,2021-11-12 00:00:00,25,2021-10-29 00:00:00,25,-,-,-,-
L14604,P156645,33,2021-07-20 00:00:00,25,2021-07-15 00:00:00,25,10875,-,-,-
L14737,P157168,21,2021-10-04 00:00:00,20,2021-10-22 00:00:00,20,10939,Revise due date 10/4 to 10/22,-,-
L14736,P157168,24,2021-10-04 00:00:00,20,2021-10-22 00:00:00,20,10938,Revise due date 10/4 to 10/22,-,-
L15712,P162641,,2023-01-24 00:00:00,10,2023-03-27 00:00:00,10,11175,Use stud PO 17280.,Drop off,2023-04-18 00:00:00
L17382,P173440,62,2025-09-02 00:00:00,50,2025-10-13 00:00:00,50,11450,"FRY STEEL MAT 18827+19070 ,
ST Issued 09/19/25",drop off,2025-11-18 00:00:00
L14738,P157168,24,2021-10-04 00:00:00,20,2021-10-22 00:00:00,20,10940,Revise due date 10/4 to 10/22,-,-
L14760,P157386,125,2021-08-20 00:00:00,50,2021-12-23 00:00:00,50,10963,-,1Z9V89920399950193,2021-12-15 00:00:00
L14761,P157386,66,2021-08-20 00:00:00,41,2022-01-18 00:00:00,41,,Continue from L14760,,2022-01-17 00:00:00
L14762,P157386,119,2021-08-20 00:00:00,100,2022-06-30 00:00:00,100,,,delivered,2022-06-16 00:00:00
L14963,P157386,25,2021-08-20 00:00:00,9,2022-01-18 00:00:00,9,,from L14760,,2022-01-24 00:00:00
L16139,P165216,57,2023-09-12 00:00:00,50,2023-12-12 00:00:00,50,11281,Label Ready,,2023-12-08 00:00:00
L14150,P154451,50,2020-09-28 00:00:00,50,2020-11-09 00:00:00,50,10685,-,-,2020-11-05 00:00:00
L14151,P154451,515,2020-09-28 00:00:00,500,2021-06-09 00:00:00,500,,-,-,2021-06-07 00:00:00
L14210,P154451,464,2020-11-04 00:00:00,450,2020-11-09 00:00:00,450,,,,2020-11-10 00:00:00
L15373,P160575,14,2022-07-20 00:00:00,14,2022-08-05 00:00:00,14,,From L14210,1Z9V89920394430343,2022-08-01 00:00:00
L15374,P160575,15,2022-07-20 00:00:00,15,2022-08-05 00:00:00,15,,From L14151,1Z9V89920394430343,2022-08-01 00:00:00
L15494,P161183,1200,2022-09-21 00:00:00,1000,2022-10-31 00:00:00,1000,,Revise 10/17 to 10/31,Drop off,2022-10-27 00:00:00
L16509,P167836,339,2024-04-16 00:00:00,450,2024-07-23 00:00:00,339,,"from L15494 95 pcs + new production 244, Mat PO 16958 + HT PO 16984",Drop off,2024-07-09 00:00:00
L16530,P167836,481,2024-04-30 00:00:00,0,2024-07-23 00:00:00,111,,"Mat PO 15639, HT PO 15652 + 
5/30 revise from 350 to 450. 
ST Issue 6/18",Drop off,2024-07-09 00:00:00
L16628,P168734,310,2024-07-10 00:00:00,400,2024-09-25 00:00:00,278,,"Mat PO 18317, HT PO 18373
ST Issued 9/24",Drop off,2024-10-09 00:00:00
L16684,P168734,122,2024-07-24 00:00:00,0,2024-09-25 00:00:00,122,,from L16530,Label Ready,2024-08-16 00:00:00
L16864,P170403,416,2024-11-21 00:00:00,300,2025-02-07 00:00:00,300,,"Mat PO 18317, HT PO 18373
ST ISSUED 02/26",1Z9V89920397545849,2025-03-12 00:00:00
L16865,P170403,285,2024-11-21 00:00:00,150,2025-05-15 00:00:00,225,,Revised to 225 pcs,Label Ready,2025-06-23 00:00:00
L17158,P172170,470,2025-04-28 00:00:00,400,2025-11-05 00:00:00,400,,"Mat PO 18843, HT PO 18870
ST Issued 10/13/25",Drop off,2025-11-04 00:00:00
L17159,P172170,,2025-04-28 00:00:00,350,2026-03-05 00:00:00,,Bal. 110,,,
L17484,P172170,,2025-04-28 00:00:00,0,2026-03-05 00:00:00,,22,from L16628,,
L17485,P172170,,2025-04-28 00:00:00,0,2026-03-05 00:00:00,,102,from L16864,,
L17486,P172170,,2025-04-28 00:00:00,0,2026-03-05 00:00:00,,56,from L16865,,
L17508,P172170,,2025-11-15 00:00:00,0,2026-03-05 00:00:00,,60,from L17158,,
L15053,P158755,90,2022-02-17 00:00:00,60,2022-04-25 00:00:00,51,11024,Revise 4/14 to 4/25,delivered,2022-04-21 00:00:00
L15186,P158755,25,2022-04-19 00:00:00,0,2022-04-27 00:00:00,25,,from L15053,1Z9V89920394529998,2022-04-25 00:00:00
L15955,P163953,72,2023-05-18 00:00:00,50,2023-06-16 00:00:00,60,,need long form inspection, Drop off,2023-06-16 00:00:00
L15987,P164324,75,2023-06-12 00:00:00,50,2023-07-05 00:00:00,50,,ST Issued 8/9. Revise due date to 11/1.,1Z9V89920396048567,2023-10-31 00:00:00
L16609,P168539,310,2024-06-24 00:00:00,250,2024-08-16 00:00:00,54,11367," Mat PO 18220, 142 pcs",Drop off,2024-08-23 00:00:00
L16609-1,P168539,248,2024-06-24 00:00:00,0,2024-08-16 00:00:00,48,,"Mat PO 18220, 142 pcs",Drop off. Label Ready,2024-09-05 00:00:00
L16609-2,P168539,200,2024-06-24 00:00:00,0,2024-10-01 00:00:00,73,,"Mat PO 18220 & PO 18228, 315",Label Ready to Drop off,2024-10-09 00:00:00
L16609-3,P168539,126,2024-06-24 00:00:00,0,2024-10-01 00:00:00,52,,"PO 18228, 315 (C228990)",Label  Ready,2024-11-21 00:00:00
L16610,P168539,72,2024-06-24 00:00:00,300,2024-10-02 00:00:00,72,,"PO 18228, 315 (2 heats).  ",Label Ready to Drop off,2024-12-18 00:00:00
L16850,P168539,79,2024-06-24 00:00:00,0,2024-10-01 00:00:00,65,,"As of 10/9 has mat on floor 79 pcs. 
PO 18228, 315 (2 heats).  
ST Issued 12/30",Drop off,2025-02-21 00:00:00
L16884,P168539,75,2024-06-24 00:00:00,0,2025-03-15 00:00:00,26,,"Start mat PO 18220
George PO 18509
ST Issued 2/11/25","Label ready 50pcs, pending",2025-04-23 00:00:00
L16884-1,P168539,36,2024-06-24 00:00:00,0,2025-03-15 00:00:00,36,,"NDT corroded part from plating so we have to sand blast before sending back to rework. L16884, Re-Cad Plate",Drop Off,2025-05-21 00:00:00
L16884-1-R1,P168539,36,2024-06-24 00:00:00,0,2025-03-15 00:00:00,36,, 36 pcs from L16884-2 (06/10/25),Drop Off,2025-06-10 00:00:00
L16884-2,P168539,65,2024-06-24 00:00:00,0,2025-06-30 00:00:00,27,,"Have mat 67 pcs leftover from PO 18220
George PO 18509",Drop Off,2025-06-10 00:00:00
L17160,P172171,140,2025-04-28 00:00:00,100,2025-07-30 00:00:00,132,,Mat PO 18512,Drop Off,2025-09-11 00:00:00
L17161,P172171,,2025-04-28 00:00:00,100,2025-11-07 00:00:00,,Bal. 68,,,
L17162,P172171,,2025-04-28 00:00:00,100,2026-03-05 00:00:00,,,,,
L17182,P168539,,2025-05-03 00:00:00,0,2025-08-05 00:00:00,,Bal. 122,Start mat PO 18899 ST Issued 10/14/25,,
L16605,P168493,584,2024-06-20 00:00:00,250,2024-07-31 00:00:00,250,11356,ST Issue 7/10,Drop off,2024-07-25 00:00:00
L16605-1,P168493,300,2024-06-20 00:00:00,0,2024-08-26 00:00:00,252,,,Drop off,2024-08-23 00:00:00
L16606,P168493,630,2024-06-20 00:00:00,2150,2024-08-19 00:00:00,234,,ST Issue 7/11,Drop off,2024-09-19 00:00:00
L16606-R1,P168493,634,2024-09-30 00:00:00,234,2024-10-15 00:00:00,234,,Rework per NCMR#: MRB-13074,Drop off,2024-10-14 00:00:00
L16685,P168493,367,2024-06-20 00:00:00,0,2024-10-15 00:00:00,366,,from L16606-R1,Drop off,2024-10-14 00:00:00
L16778,P168493,939,2024-06-20 00:00:00,0,2024-10-31 00:00:00,916,,"ST Issue 10/29 
MR Plating 916 pcs",Ship all. Drop off,2024-11-26 00:00:00
L16849,P168493,931,2024-06-20 00:00:00,0,2024-12-30 00:00:00,382,,ST Issued 12/24,Drop off,2025-01-31 00:00:00
L16849-1,P170404,217,2024-11-21 00:00:00,0,2025-02-12 00:00:00,217,,,Drop off,2025-03-25 00:00:00
L16849-2,P170404,321,2024-11-21 00:00:00,0,2025-04-05 00:00:00,321,,,Drop off,2025-04-04 00:00:00
L16866,P170404,1385,2024-11-21 00:00:00,1500,2025-02-12 00:00:00,962,,ST Issued 3/25,Drop off,2025-06-02 00:00:00
L17165,P172173,386,2025-04-28 00:00:00,350,2025-08-15 00:00:00,386,,"5/5/25 Have 22"" x10 pcs +3 bars + 6 ft
Should be enough
Revised due date 8/15/25 to 10/23/25 to 12/23/25
from L16866",Drop off,2025-11-04 00:00:00
L17166,P172173,1385,2025-04-28 00:00:00,350,2025-12-22 00:00:00,,,Revised due date 12/22/25 to 1/5/26,,
L17467,P173864,,2025-10-22 00:00:00,2500,2026-01-19 00:00:00,,,,,
L17372,P173387,250,2025-08-26 00:00:00,200,2025-11-05 00:00:00,200,11446,ST Issued 9/15/25,drop off,2025-10-24 00:00:00
L17372-1,P173387,,2025-08-26 00:00:00,200,2025-12-05 00:00:00,,36,,,
L17450,P173387,,2025-08-26 00:00:00,0,2025-12-05 00:00:00,,164,,,
L14548,P156302,101,2021-06-30 00:00:00,100,2021-06-24 00:00:00,100,,+3 pcs from L14002 and 6 pcs from L14055. Revise due date from 6/21 to 6/30,-,2020-07-13 00:00:00
L14002,P153443,,2020-07-16 00:00:00,90,2020-07-02 00:00:00,90,10647,,,2020-09-14 00:00:00
L14055,P153790,,2021-05-04 00:00:00,10,2020-09-18 00:00:00,10,,,,2021-06-24 00:00:00
L16221,P165754,93,2023-10-25 00:00:00,50,2024-03-07 00:00:00,42,,"Mat PO 16003, 2021, ST 1/30/24",1Z9V89920393124882,2024-02-05 00:00:00
L16221-1,P165754,14,2023-10-25 00:00:00,0,2024-03-07 00:00:00,14,,"Mat PO 17861 (remake 22pcs), need rework 8 pcs",1Z9V89920392973690,2024-02-05 00:00:00
L16349,P166485,60,2024-01-06 00:00:00,50,2024-03-29 00:00:00,50,,"2/13/24 Defer to 6/27/24
Mat PO 16440, 2021, 316L
ST Issued 07/27",1Z9V89920397760697,2024-08-05 00:00:00
L16795,P169762,60,2024-09-30 00:00:00,50,2025-01-15 00:00:00,50,,"Mat PO 17861, 8 ft 6"". ST Issued 11/4",Drop off,2025-02-21 00:00:00
L15062,P158837,627,2022-02-22 00:00:00,500,2022-04-19 00:00:00,500,11017,,1Z9V89920392882725,2022-04-06 00:00:00
L15442,P161026,127,2022-09-01 00:00:00,127,2022-10-07 00:00:00,127,,from L15062,Drop off,2022-09-21 00:00:00
L15443,P161026,519,2022-09-01 00:00:00,500,2023-01-06 00:00:00,500,,,1Z9V89920396003971,2022-10-27 00:00:00
L16104,P165039,360,2023-08-28 00:00:00,300,2023-11-20 00:00:00,300,,mat PO 16954. ST Issued 10/2,Drop off,2023-10-13 00:00:00
L16510,P167644,400,2024-04-16 00:00:00,350,2024-07-01 00:00:00,350,,Use Mat PO 17861,1Z9V89920392629786,2024-06-25 00:00:00
L16569,P167826,660,2024-05-21 00:00:00,350,2024-08-20 00:00:00,350,,Mat PO 16954 & 16541. ST Issued 7/24,Drop off,2024-08-15 00:00:00
L16569-1,P168733,40,2024-07-10 00:00:00,0,2024-09-25 00:00:00,40,,Mat PO 16954 & 16541,Drop off,2024-08-15 00:00:00
L16627,P168733,260,2024-07-10 00:00:00,300,2024-09-25 00:00:00,260,,Mat PO 16954 & 16541,Drop off,2024-08-15 00:00:00
L16668,P168994,348,2024-07-22 00:00:00,300,2024-10-16 00:00:00,300,,Mat PO 16954 & 16541. ST Issued 8/27,Label Ready. Drop off,2024-10-16 00:00:00
L16867,P170405,58,2024-11-21 00:00:00,300,2025-02-12 00:00:00,58,,from L16104,Label Ready. Drop off,2025-01-13 00:00:00
L16868,P170405,17,2024-11-21 00:00:00,0,2025-02-12 00:00:00,17,,from L15443,Label Ready. Drop off,2025-01-13 00:00:00
L16869,P170405,426,2024-11-21 00:00:00,0,2025-02-12 00:00:00,300,,"12/17/24 Changed 300 pcs to 375 pcs. 
ST Issued 12/16
Mat PO 17861",Label Ready. Drop off,2025-01-17 00:00:00
L17163,P172172,404,2025-04-28 00:00:00,400,2025-10-02 00:00:00,101,,"ST Issued 05/22/25
Mat PO 16954, 220 pcs",Label Ready,2025-06-23 00:00:00
L17163-1,P172172,184,2025-04-28 00:00:00,0,2025-10-02 00:00:00,184,,"Mat PO 17861, 184 pcs",Label Ready,2025-06-23 00:00:00
L17163-2,P172172,,2025-04-28 00:00:00,0,2026-01-20 00:00:00,,119,"Mat PO 16954, 220 pcs",,
L17164,P172172,,2025-04-28 00:00:00,400,2026-01-20 00:00:00,,223,Mat PO 18318,,
L17236,P172172,115,2025-06-16 00:00:00,0,2025-10-02 00:00:00,115,,"from L16869, Mat 17861",Label Ready,2025-06-23 00:00:00
L16856,P170625,160,2024-11-20 00:00:00,50,2024-12-04 00:00:00,50,11402,ST Issued 11/21,Label Done w/FA,2024-11-27 00:00:00
L16856-1,P170625,109,2024-11-20 00:00:00,0,2024-12-04 00:00:00,70,,,Label Ready. Drop off,2024-12-18 00:00:00
L16856-2,P170625,39,2024-11-20 00:00:00,50,2024-12-11 00:00:00,37,,Request to ship all. ST Issued 12/5,Label Ready,2025-01-13 00:00:00
L16858,P170625,,2024-11-20 00:00:00,50,2024-12-23 00:00:00,,,,,
L14190,P154629,25,2020-10-22 00:00:00,25,2021-03-31 00:00:00,25,10728,,,2021-01-28 00:00:00
L14748,P157279,25,2021-08-11 00:00:00,25,2021-09-22 00:00:00,25,,,,2021-08-31 00:00:00
L14880,P157801,25,2021-10-19 00:00:00,25,2021-12-23 00:00:00,25,,,,2021-12-13 00:00:00
L15271,P160066,60,2022-06-01 00:00:00,50,2022-07-08 00:00:00,50,,,1Z9V89920390457484,2022-07-06 00:00:00
L15502,P161265,127,2022-09-23 00:00:00,100,2022-12-02 00:00:00,100,,,,2022-11-01 00:00:00
L15059,2948,1114,2022-02-17 00:00:00,1010,2022-03-13 00:00:00,1010,-,,delivered,2022-04-27 00:00:00
L15692,3112,1093,2023-01-16 00:00:00,1000,2023-01-31 00:00:00,1000,,,delivered,2023-01-25 00:00:00
L16248,3303,50,2023-11-06 00:00:00,1025,2023-12-06 00:00:00,50,,fromL15692,,2023-11-06 00:00:00
L16261,3303,,2023-11-06 00:00:00,0,2023-12-06 00:00:00,975,,309 pcs in stock,delivered,2024-01-29 00:00:00
L16261-1,3447,,2024-09-25 00:00:00,1000,2024-10-25 00:00:00,309,,,delivered,2024-10-14 00:00:00
L16809,3447,,2024-09-25 00:00:00,0,2024-10-25 00:00:00,691,,,,2024-11-15 00:00:00
L16809-1,3466,,2024-09-25 00:00:00,1300,2024-10-25 00:00:00,50,,,,2024-11-15 00:00:00
